Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,MiscFeature,MoSold,YrSold,SalePrice
319,90,9900,1Fam,7,1993,1993,PConc,1347,GasA,Ex,Y,1372,1274,2646,2,1,4,1,Gd,9,1,TA,1993,3,656,TA,NA,4,2009,260000
320,NA,14115,1Fam,7,1980,1980,CBlock,1372,GasA,TA,Y,1472,0,1472,2,0,3,1,TA,6,2,TA,1980,2,588,TA,NA,6,2009,187500
321,111,16259,1Fam,9,2006,2006,PConc,1249,GasA,Ex,Y,1249,1347,2596,3,1,4,1,Gd,9,0,NA,2006,3,840,TA,NA,9,2006,342643
322,99,12099,1Fam,8,2004,2004,PConc,1136,GasA,Ex,Y,1136,1332,2468,2,1,4,1,Gd,10,1,Gd,2004,3,872,TA,NA,6,2007,354000
323,86,10380,1Fam,7,1986,1987,CBlock,1502,GasA,Ex,Y,1553,1177,2730,2,1,4,1,Gd,8,1,TA,1987,2,576,TA,NA,8,2007,301000
324,49,5820,1Fam,3,1955,2005,CBlock,1162,GasA,Ex,Y,1163,0,1163,1,0,3,1,TA,6,0,NA,1955,1,220,Fa,NA,7,2006,126175
325,96,11275,1Fam,7,1967,2007,CBlock,710,GasA,Ex,Y,1898,1080,2978,2,1,5,1,Gd,11,1,Gd,1961,2,564,TA,NA,6,2010,242000
326,50,5000,1Fam,5,1941,1950,CBlock,720,GasA,Po,N,803,0,803,1,0,2,1,TA,5,0,NA,1941,2,360,TA,NA,12,2007,87000
327,32,10846,TwnhsE,8,1993,1993,PConc,1719,GasA,Ex,Y,1719,0,1719,1,1,1,1,Gd,6,2,Gd,1993,2,473,TA,NA,5,2008,324000
328,80,11600,1Fam,6,1960,1960,CBlock,1383,GasA,TA,Y,1383,0,1383,1,1,3,1,TA,7,0,NA,1960,1,292,TA,NA,4,2006,145250
329,NA,11888,1Fam,6,1916,1994,BrkTil,844,GasA,Gd,N,1445,689,2134,2,0,5,1,Gd,10,0,NA,1930,2,441,TA,NA,7,2009,214500
330,60,6402,1Fam,5,1920,1950,PConc,596,GasA,TA,N,596,596,1192,1,0,3,1,TA,6,0,NA,1920,1,189,Fa,NA,7,2009,78000
331,NA,10624,Duplex,5,1964,1964,CBlock,1728,GasA,TA,Y,1728,0,1728,2,0,6,2,TA,10,0,NA,2002,1,352,TA,NA,11,2007,119000
332,70,8176,1Fam,5,1958,1992,CBlock,1056,GasA,Fa,Y,1056,0,1056,1,0,3,1,TA,6,0,NA,1958,1,308,TA,NA,8,2007,139000
333,85,10655,1Fam,8,2003,2004,PConc,3206,GasA,Ex,Y,1629,0,1629,2,0,3,1,Gd,7,1,Gd,2003,3,880,TA,NA,10,2009,284000
334,59,8198,TwnhsE,7,2004,2004,PConc,1358,GasA,Ex,Y,1358,0,1358,2,0,2,1,Gd,6,1,Gd,2004,2,484,TA,NA,7,2008,207000
335,59,9042,1Fam,6,1998,1998,PConc,943,GasA,Gd,Y,943,695,1638,2,1,3,1,TA,7,2,TA,1998,2,472,TA,NA,7,2008,192000
336,NA,164660,2fmCon,5,1965,1965,CBlock,1499,GasA,Ex,Y,1619,167,1786,2,0,3,1,TA,7,2,Gd,1965,2,529,TA,Shed,8,2008,228950
337,86,14157,1Fam,9,2005,2006,PConc,1922,GasA,Ex,Y,1922,0,1922,2,0,3,1,Gd,8,1,Gd,2005,3,676,TA,NA,7,2007,377426
338,70,9135,1Fam,7,2002,2003,PConc,1536,GasA,Ex,Y,1536,0,1536,2,0,3,1,Gd,7,0,NA,2002,2,532,TA,NA,12,2008,214000
339,91,14145,1Fam,7,1984,1998,CBlock,1208,GasA,Ex,Y,1621,0,1621,2,0,3,1,Gd,8,0,NA,1984,2,440,TA,Shed,5,2006,202500
340,66,12400,1Fam,6,1958,1998,CBlock,1215,GasA,TA,Y,1215,0,1215,1,0,3,1,TA,6,0,NA,1958,1,297,TA,NA,6,2009,155000
341,85,14191,1Fam,8,2002,2002,PConc,967,GasA,Ex,Y,993,915,1908,2,1,4,1,Gd,9,0,NA,2002,2,431,TA,NA,4,2010,202900
342,60,8400,1Fam,4,1950,1950,CBlock,721,GasA,Gd,Y,841,0,841,1,0,2,1,TA,4,0,NA,1950,1,294,TA,NA,9,2009,82000
343,NA,8544,Duplex,3,1949,1950,Slab,0,Wall,Fa,N,1040,0,1040,2,0,2,2,TA,6,0,NA,1949,2,400,TA,NA,5,2006,87500
344,63,8849,TwnhsE,9,2005,2005,PConc,1684,GasA,Ex,Y,1684,0,1684,2,0,2,1,Ex,6,1,Ex,2005,2,564,TA,NA,7,2008,266000
345,36,2592,TwnhsE,5,1976,1976,CBlock,536,GasA,TA,Y,536,576,1112,1,1,3,1,TA,4,0,NA,1976,1,336,TA,NA,4,2010,85000
346,65,6435,1Fam,6,1939,1950,BrkTil,972,GasA,Gd,Y,972,605,1577,1,0,3,1,Fa,6,1,Gd,1939,1,312,TA,NA,10,2006,140200
347,NA,12772,1Fam,6,1960,1998,CBlock,958,GasA,TA,Y,958,0,958,1,0,2,1,TA,5,0,NA,1960,1,301,TA,Gar2,4,2007,151500
348,NA,17600,1Fam,6,1960,1960,CBlock,1478,GasA,Ex,Y,1478,0,1478,2,0,3,1,TA,6,2,Gd,1960,2,498,TA,NA,12,2009,157500
349,36,2448,Twnhs,7,2003,2004,PConc,764,GasA,Ex,Y,764,862,1626,2,1,2,1,Gd,6,0,NA,2003,2,474,TA,NA,10,2008,154000
350,56,20431,1Fam,9,2005,2006,PConc,1848,GasA,Ex,Y,1848,880,2728,2,1,4,1,Ex,10,2,Ex,2006,3,706,TA,NA,4,2006,437154
351,68,7820,TwnhsE,9,2007,2007,PConc,1869,GasA,Ex,Y,1869,0,1869,2,0,2,1,Ex,6,1,Gd,2007,2,617,TA,NA,12,2007,318061
352,NA,5271,1Fam,7,1986,1986,PConc,1453,GasA,Gd,Y,1453,0,1453,1,1,2,1,Gd,6,1,TA,1986,2,445,TA,NA,12,2006,190000
353,60,9084,1Fam,5,1941,1950,CBlock,616,GasA,TA,N,616,495,1111,1,0,3,1,TA,5,0,NA,1941,1,200,TA,NA,3,2008,95000
354,60,8520,1Fam,6,1928,2003,BrkTil,624,GasA,Gd,Y,720,0,720,1,0,2,1,TA,5,0,NA,2005,2,484,TA,NA,5,2010,105900
355,60,8400,1Fam,6,1940,2000,CBlock,940,GasA,Ex,Y,1192,403,1595,1,0,2,1,TA,6,2,Gd,1940,1,240,TA,NA,6,2006,140000
356,105,11249,1Fam,6,1995,1995,PConc,1200,GasA,Ex,Y,1200,0,1200,2,0,3,1,Gd,6,0,NA,1995,2,521,TA,NA,8,2007,177500
357,NA,9248,1Fam,6,1992,1992,PConc,1158,GasA,Gd,Y,1167,0,1167,2,0,3,1,Gd,6,0,NA,1992,2,400,TA,NA,7,2009,173000
358,44,4224,TwnhsE,5,1976,1976,PConc,1142,GasA,TA,Y,1142,0,1142,1,1,3,1,TA,6,1,Po,1976,2,528,TA,NA,8,2007,134000
359,92,6930,1Fam,5,1958,1958,CBlock,1062,GasA,Ex,Y,1352,0,1352,1,0,3,1,Gd,6,0,NA,1958,1,288,TA,NA,7,2006,130000
360,78,12011,1Fam,8,1998,1998,PConc,1086,GasA,Ex,Y,1086,838,1924,2,1,3,1,Gd,7,1,TA,1998,2,592,TA,NA,6,2006,280000
361,NA,7540,1Fam,6,1978,1978,CBlock,888,GasA,Ex,Y,912,0,912,1,0,2,1,TA,5,1,TA,1978,2,470,TA,NA,6,2007,156000
362,NA,9144,1Fam,5,1940,1982,CBlock,883,GasA,Gd,Y,988,517,1505,1,0,3,1,TA,8,0,NA,1940,1,240,TA,NA,7,2008,145000
363,64,7301,1Fam,7,2003,2003,Slab,0,GasA,Ex,Y,495,1427,1922,3,0,4,1,Gd,7,1,Ex,2003,2,672,TA,NA,7,2009,198500
364,21,1680,Twnhs,6,1972,2007,CBlock,483,GasA,Gd,Y,483,504,987,1,1,2,1,Gd,5,0,NA,1972,1,264,TA,NA,5,2009,118000
365,NA,18800,1Fam,6,1976,1976,PConc,796,GasA,TA,Y,790,784,1574,2,1,3,1,TA,6,1,TA,1976,2,566,TA,NA,7,2006,190000
366,59,10690,1Fam,5,1920,1997,CBlock,672,GasA,Gd,Y,672,672,1344,1,0,3,1,TA,6,0,NA,1964,1,468,TA,NA,7,2009,147000
367,NA,9500,1Fam,6,1963,1963,CBlock,1394,GasA,Gd,Y,1394,0,1394,1,1,3,1,TA,6,2,Gd,1963,2,514,TA,NA,7,2009,159000
368,101,9150,1Fam,6,1962,1962,CBlock,1099,GasA,Gd,Y,1431,0,1431,1,0,3,1,TA,6,1,Gd,1962,1,296,TA,NA,12,2008,165000
369,78,7800,1Fam,5,1954,1954,PConc,1268,GasA,Gd,Y,1268,0,1268,1,0,2,1,TA,7,1,Gd,1954,1,244,TA,NA,3,2010,132000
370,NA,9830,1Fam,5,1959,2006,CBlock,1063,GasA,Ex,Y,1287,0,1287,1,0,3,1,Gd,7,1,Gd,1997,2,576,TA,NA,3,2010,162000
371,NA,8121,1Fam,6,2000,2000,PConc,953,GasA,Ex,Y,953,711,1664,2,1,3,1,TA,7,1,TA,2000,2,460,TA,NA,1,2006,172400
372,80,17120,1Fam,4,1959,1959,CBlock,0,GasA,TA,Y,1120,468,1588,2,0,4,1,TA,7,1,Gd,1991,2,680,TA,NA,7,2008,134432
373,50,7175,TwnhsE,6,1984,1984,CBlock,744,GasA,TA,Y,752,0,752,1,0,2,1,TA,4,0,NA,1984,1,264,TA,NA,2,2010,125000
374,79,10634,1Fam,5,1953,1953,PConc,608,GasA,TA,Y,1319,0,1319,1,0,3,1,TA,5,0,NA,1953,1,270,TA,NA,11,2009,123000
375,65,8200,1Fam,7,2003,2004,PConc,847,GasA,Ex,Y,847,1081,1928,2,1,4,1,Gd,8,1,Gd,2003,2,434,TA,NA,7,2007,219500
376,NA,10020,1Fam,1,1922,1950,BrkTil,683,GasA,Gd,N,904,0,904,0,1,1,1,Fa,4,0,NA,NA,0,0,NA,NA,3,2009,61000
377,57,8846,1Fam,5,1996,1996,PConc,870,GasA,Ex,Y,914,0,914,1,0,2,1,TA,5,0,NA,1998,2,576,TA,NA,7,2006,148000
378,102,11143,1Fam,8,2004,2005,PConc,1580,GasA,Ex,Y,1580,886,2466,3,0,4,1,Gd,8,1,Gd,2004,2,610,TA,NA,12,2007,340000
379,88,11394,1Fam,9,2010,2010,PConc,1856,GasA,Ex,Y,1856,0,1856,1,1,1,1,Ex,8,1,Ex,2010,3,834,TA,NA,6,2010,394432
380,60,8123,1Fam,6,2000,2000,PConc,982,GasA,Ex,Y,1007,793,1800,2,1,3,1,TA,7,1,TA,2000,2,463,TA,NA,6,2009,179000
381,50,5000,1Fam,5,1924,1950,BrkTil,1026,GasA,TA,Y,1026,665,1691,2,0,3,1,Gd,6,1,Gd,1924,1,308,TA,NA,5,2010,127000
382,60,7200,1Fam,7,2006,2006,PConc,1293,GasA,Ex,Y,1301,0,1301,2,0,2,1,Gd,5,1,Gd,2006,2,572,TA,NA,8,2006,187750
383,79,9245,1Fam,7,2006,2006,PConc,939,GasA,Ex,Y,939,858,1797,2,1,3,1,Gd,8,0,NA,2006,2,639,TA,NA,4,2007,213500
384,60,9000,1Fam,6,1928,1950,BrkTil,784,GasA,TA,N,784,0,784,1,0,2,1,TA,5,0,NA,1950,2,360,Fa,NA,10,2009,76000
385,NA,53107,1Fam,6,1992,1992,PConc,1580,GasA,Ex,Y,1079,874,1953,2,1,3,1,Gd,9,2,Fa,1992,2,501,TA,NA,6,2007,240000
386,43,3182,TwnhsE,8,2004,2005,PConc,1256,GasA,Ex,Y,1269,0,1269,2,0,2,1,Gd,6,1,TA,2004,2,430,TA,NA,4,2010,192000
387,58,8410,1Fam,5,1910,1996,PConc,658,GasA,TA,Y,658,526,1184,1,0,5,1,TA,8,0,NA,NA,0,0,NA,NA,5,2006,81000
388,72,7200,1Fam,6,1976,1976,CBlock,1041,GasA,Ex,Y,1125,0,1125,1,0,3,1,TA,6,1,Fa,1977,1,352,TA,NA,10,2009,125000
389,93,9382,1Fam,7,1999,2000,PConc,1468,GasA,Ex,Y,1479,0,1479,2,0,3,1,Gd,6,0,NA,1999,2,577,TA,NA,7,2008,191000
390,96,12474,1Fam,10,2007,2008,PConc,1682,GasA,Ex,Y,1742,590,2332,2,1,3,1,Ex,9,1,Ex,2008,3,846,TA,NA,8,2008,426000
391,50,8405,1Fam,5,1900,1950,BrkTil,861,GasA,Ex,Y,961,406,1367,1,0,4,1,TA,7,0,NA,1978,1,384,TA,NA,4,2008,119000
392,71,12209,1Fam,6,2001,2002,PConc,804,GasA,Ex,Y,804,1157,1961,2,1,3,1,Gd,7,1,TA,2001,2,560,TA,NA,6,2009,215000
393,NA,8339,1Fam,5,1959,1959,Slab,0,GasA,TA,Y,882,0,882,1,0,3,1,TA,5,0,NA,1959,1,294,TA,Shed,7,2007,106500
394,NA,7446,1Fam,4,1941,1950,CBlock,788,GasA,TA,Y,788,0,788,1,0,2,1,TA,4,2,TA,NA,0,0,NA,NA,4,2006,100000
395,60,10134,1Fam,5,1940,1950,CBlock,735,GasA,Gd,Y,735,299,1034,1,0,2,1,TA,5,0,NA,1940,1,240,TA,NA,7,2007,109000
396,68,9571,1Fam,5,1956,1956,CBlock,1144,GasA,TA,Y,1144,0,1144,1,0,3,1,TA,6,0,NA,1956,1,596,TA,NA,6,2010,129000
397,60,7200,1Fam,5,1972,1972,CBlock,894,GasA,TA,Y,894,0,894,1,0,2,1,TA,6,0,NA,1985,2,600,TA,NA,9,2009,123000
398,69,7590,1Fam,5,1962,1962,CBlock,864,GasA,TA,Y,876,936,1812,2,0,4,1,TA,8,1,TA,1962,1,264,TA,NA,7,2007,169500
399,60,8967,1Fam,5,1920,1950,BrkTil,961,GasA,Gd,Y,1077,0,1077,1,0,2,1,TA,6,0,NA,1920,1,338,Po,NA,11,2007,67000
400,65,8125,1Fam,7,2006,2007,PConc,1092,GasA,Ex,Y,1112,438,1550,2,0,2,1,Gd,7,0,NA,2007,2,438,TA,NA,10,2009,241000
401,38,14963,TwnhsE,8,1996,1996,PConc,1260,GasA,Ex,Y,1288,0,1288,1,1,1,1,Ex,4,2,Gd,1996,2,500,TA,NA,12,2008,245500
402,65,8767,1Fam,7,2005,2005,PConc,1310,GasA,Ex,Y,1310,0,1310,2,0,3,1,Gd,6,1,Gd,2005,2,400,TA,NA,7,2006,164990
403,60,10200,1Fam,5,1940,1997,PConc,672,GasA,Ex,Y,672,0,672,1,0,2,1,TA,4,0,NA,1940,1,240,TA,NA,8,2008,108000
404,93,12090,1Fam,8,1998,1998,PConc,1141,GasA,Gd,Y,1165,1098,2263,2,1,4,1,Gd,10,1,TA,1998,2,420,TA,NA,7,2006,258000
405,NA,10364,1Fam,6,1995,1996,PConc,806,GasA,Gd,Y,806,766,1572,2,1,3,1,TA,7,1,TA,1995,2,373,TA,NA,5,2007,168000
406,NA,9991,1Fam,4,1976,1993,CBlock,1281,GasA,Ex,Y,1620,0,1620,2,0,3,1,TA,8,1,TA,1993,2,490,TA,NA,6,2009,150000
407,51,10480,1Fam,6,1936,1950,BrkTil,1064,GasA,Ex,Y,1166,0,1639,1,0,3,1,TA,6,0,NA,1936,1,240,TA,NA,3,2008,115000
408,63,15576,1Fam,6,1915,1976,BrkTil,840,GasA,Ex,Y,840,840,1680,2,0,4,1,TA,8,0,NA,1960,1,308,TA,NA,3,2008,177000
409,109,14154,1Fam,7,2006,2006,PConc,1063,GasA,Ex,Y,1071,1101,2172,2,1,3,1,Gd,9,1,Gd,2006,3,947,TA,NA,8,2007,280000
410,85,10800,1Fam,8,2007,2008,PConc,1034,GasA,Ex,Y,1050,1028,2078,2,1,3,1,Ex,8,1,Gd,2008,3,836,TA,NA,4,2008,339750
411,68,9571,1Fam,5,1958,1958,CBlock,1276,GasA,TA,Y,1276,0,1276,1,0,3,1,TA,5,0,NA,1958,1,350,TA,NA,6,2009,60000
412,100,34650,2fmCon,5,1955,1955,CBlock,1056,GasA,TA,N,1056,0,1056,1,0,3,1,TA,5,0,NA,1955,2,572,TA,NA,1,2006,145000
413,NA,4403,1Fam,7,2009,2009,PConc,1470,GasA,Ex,Y,1478,0,1478,2,1,2,1,Gd,7,1,Gd,2009,2,484,TA,NA,6,2010,222000
414,56,8960,1Fam,5,1927,1950,CBlock,1008,GasA,Gd,Y,1028,0,1028,1,0,2,1,TA,5,1,Gd,1927,2,360,TA,NA,3,2010,115000
415,59,11228,1Fam,7,1993,1993,PConc,1080,GasA,Ex,Y,1080,1017,2097,2,1,3,1,Gd,9,1,TA,1993,3,678,TA,NA,12,2008,228000
416,73,8899,1Fam,7,2007,2007,PConc,1340,GasA,Ex,Y,1340,0,1340,2,0,3,1,Gd,6,0,NA,2007,2,396,TA,NA,8,2007,181134
417,74,7844,1Fam,6,1978,1978,CBlock,672,GasA,TA,Y,672,728,1400,1,1,3,1,TA,6,1,TA,1978,2,440,TA,NA,3,2006,149500
418,86,22420,1Fam,6,1918,1950,BrkTil,1370,GasW,TA,N,1370,1254,2624,2,1,4,1,TA,10,1,Gd,1918,3,864,TA,NA,11,2007,239000
419,60,8160,1Fam,5,1940,1950,BrkTil,756,GasA,Fa,N,756,378,1134,1,1,3,1,TA,7,0,NA,1940,1,240,TA,NA,4,2007,126000
420,65,8450,1Fam,5,1968,1968,CBlock,1056,GasA,Ex,Y,1056,0,1056,1,0,3,1,TA,6,1,Fa,1968,1,304,TA,NA,7,2010,142000
421,78,7060,Duplex,7,1997,1998,PConc,1344,GasA,Ex,Y,1344,0,1344,2,0,2,2,TA,8,0,NA,1997,4,784,TA,NA,11,2008,206300
422,NA,16635,1Fam,6,1977,2000,CBlock,1602,GasA,Gd,Y,1602,0,1602,2,0,3,1,Gd,8,1,TA,1977,2,529,TA,NA,6,2009,215000
423,100,21750,1Fam,5,1954,1954,CBlock,988,GasA,Ex,Y,988,0,988,1,0,2,1,TA,4,0,NA,1954,2,520,TA,NA,2,2008,113000
424,80,9200,1Fam,8,1998,1998,PConc,1470,GasA,Gd,Y,1470,1160,2630,2,1,4,1,Gd,8,1,TA,1998,3,696,TA,NA,6,2008,315000
425,72,9000,1Fam,6,1956,1956,CBlock,1196,GasA,Gd,Y,1196,0,1196,1,0,2,1,TA,6,1,Gd,1956,1,297,TA,NA,5,2008,139000
426,60,3378,1Fam,7,1946,1992,CBlock,651,GasA,Gd,Y,707,682,1389,1,1,3,1,TA,6,2,Gd,1947,1,240,TA,NA,9,2009,135000
427,NA,12800,1Fam,7,1989,1989,PConc,1518,GasA,Gd,Y,1644,0,1644,2,0,2,1,Gd,5,1,TA,1989,2,569,TA,NA,8,2009,275000
428,77,8593,1Fam,4,1957,1957,CBlock,907,GasA,Ex,Y,907,0,907,1,0,3,1,TA,5,0,NA,1964,1,352,TA,NA,7,2008,109008
429,64,6762,1Fam,7,2007,2007,PConc,1208,GasA,Ex,Y,1208,0,1208,2,0,2,1,Gd,6,0,NA,2007,2,628,TA,NA,9,2007,195400
430,130,11457,1Fam,6,1988,1988,CBlock,1392,GasA,TA,Y,1412,0,1412,2,0,3,1,Gd,6,1,TA,1988,2,576,TA,NA,3,2009,175000
431,21,1680,Twnhs,6,1971,1971,CBlock,483,GasA,TA,Y,483,504,987,1,1,2,1,TA,4,0,NA,1971,1,264,TA,NA,7,2008,85400
432,60,5586,1Fam,6,1920,1998,BrkTil,901,GasA,Gd,Y,1088,110,1198,1,0,4,1,TA,7,0,NA,NA,0,0,NA,NA,9,2008,79900
433,24,1920,TwnhsE,5,1971,1971,CBlock,765,GasA,Ex,Y,765,600,1365,1,1,2,1,TA,6,0,NA,1971,2,440,TA,NA,8,2007,122500
434,100,10839,1Fam,6,1997,1998,PConc,926,GasA,Ex,Y,926,678,1604,2,1,3,1,TA,7,1,TA,1997,2,470,TA,NA,7,2008,181000
435,21,1890,Twnhs,4,1972,1972,CBlock,630,GasA,Gd,Y,630,0,630,1,0,1,1,TA,3,0,NA,NA,0,0,NA,NA,6,2008,81000
436,43,10667,1Fam,7,1996,1996,PConc,799,GasA,Ex,Y,827,834,1661,2,1,3,1,Gd,6,1,TA,1996,2,550,TA,NA,4,2009,212000
437,40,4400,1Fam,6,1920,1950,BrkTil,648,GasA,TA,Y,734,384,1118,1,0,2,1,TA,6,0,NA,1990,2,440,TA,NA,10,2006,116000
438,50,6000,1Fam,6,1926,2004,PConc,884,GasA,Gd,Y,904,0,904,1,0,2,1,TA,4,0,NA,1926,1,180,TA,NA,1,2009,119000
439,40,4280,1Fam,5,1913,2002,PConc,440,GasA,TA,N,694,0,694,1,0,2,1,Gd,4,1,Gd,1990,1,352,Gd,NA,3,2007,90350
440,67,12354,1Fam,6,1920,2000,BrkTil,684,GasA,Gd,Y,684,512,1196,1,0,3,1,Gd,7,0,NA,2005,2,528,TA,Shed,8,2009,110000
441,105,15431,1Fam,10,2008,2008,PConc,3094,GasA,Ex,Y,2402,0,2402,2,0,2,1,Ex,10,2,Gd,2008,3,672,TA,NA,4,2009,555000
442,92,12108,Duplex,4,1955,1955,CBlock,1440,GasA,TA,N,1440,0,1440,2,0,4,2,Fa,8,0,NA,NA,0,0,NA,NA,9,2008,118000
443,52,6240,1Fam,5,1930,1992,PConc,1078,GasA,TA,Y,1128,445,1573,2,0,3,1,TA,8,1,Gd,1930,2,360,TA,NA,6,2008,162900
444,53,3922,TwnhsE,7,2006,2007,PConc,1258,GasA,Ex,Y,1258,0,1258,2,0,2,1,Gd,6,1,Gd,2007,3,648,TA,NA,6,2007,172500
445,70,8750,1Fam,7,1994,1995,PConc,915,GasA,Ex,Y,933,975,1908,2,1,4,1,Gd,8,1,TA,1994,2,493,TA,NA,7,2008,210000
446,73,9855,1Fam,6,1956,1956,CBlock,1436,GasA,Fa,Y,1689,0,1689,1,0,3,1,TA,7,1,Gd,1956,2,480,TA,NA,11,2009,127500
447,137,16492,1Fam,6,1966,2002,CBlock,1517,GasA,Ex,Y,1888,0,1888,2,1,2,1,Gd,6,1,Gd,1966,2,578,TA,NA,6,2010,190000
448,NA,11214,1Fam,7,1998,1999,PConc,930,GasA,Gd,Y,956,930,1886,2,1,4,1,Gd,10,1,TA,1998,2,431,TA,NA,7,2006,199900
449,50,8600,1Fam,6,1937,1950,BrkTil,780,GasA,TA,Y,780,596,1376,2,0,3,1,TA,7,1,Gd,1937,1,198,TA,NA,6,2006,119500
450,50,6000,1Fam,3,1948,2002,CBlock,649,GasA,Ex,Y,679,504,1183,1,1,2,1,TA,6,0,NA,1981,1,308,TA,NA,6,2007,120000
451,70,5684,1Fam,6,1930,2005,BrkTil,813,GasA,Ex,Y,813,0,813,1,0,2,1,Gd,5,0,NA,1932,1,270,Fa,NA,6,2006,110000
452,62,70761,1Fam,7,1975,1975,CBlock,1533,GasA,TA,Y,1533,0,1533,2,0,2,1,Gd,5,2,TA,1975,2,576,TA,NA,12,2006,280000
453,NA,9303,1Fam,6,1996,1997,PConc,872,GasA,Ex,Y,888,868,1756,2,1,3,1,TA,7,0,NA,1996,2,422,TA,NA,7,2007,204000
454,75,9000,1Fam,8,2008,2008,PConc,768,GasA,Ex,Y,786,804,1590,2,1,3,1,Gd,6,0,NA,2008,2,676,TA,NA,6,2009,210000
455,63,9297,Duplex,5,1976,1976,CBlock,1728,GasA,TA,Y,1728,0,1728,2,0,4,2,TA,8,0,NA,1976,2,560,TA,NA,7,2006,188000
456,80,9600,1Fam,7,1973,1973,CBlock,1242,GasA,Fa,Y,1242,0,1242,1,1,3,1,TA,6,1,TA,1973,2,528,TA,NA,9,2007,175500
457,34,4571,1Fam,5,1916,1950,BrkTil,624,GasA,Fa,N,624,720,1344,1,0,4,1,TA,7,0,NA,1916,3,513,Fa,NA,5,2008,98000
458,NA,53227,1Fam,4,1954,1994,CBlock,1364,GasA,Ex,Y,1663,0,1663,1,0,2,1,Gd,6,2,Gd,1954,2,529,TA,NA,3,2008,256000
459,NA,5100,1Fam,8,1925,1996,PConc,588,GasA,Fa,Y,833,833,1666,1,0,3,1,Gd,7,1,Gd,1925,1,228,TA,NA,6,2008,161000
460,NA,7015,1Fam,5,1950,1950,CBlock,709,GasA,TA,Y,979,224,1203,1,0,3,1,Gd,5,1,TA,1950,1,352,TA,NA,7,2009,110000
461,75,8004,1Fam,8,2009,2009,PConc,832,GasA,Ex,Y,832,1103,1935,2,1,3,1,TA,8,0,NA,2009,2,552,TA,NA,12,2009,263435
462,60,7200,1Fam,7,1936,2007,PConc,560,GasA,Ex,Y,575,560,1135,1,0,3,1,Gd,6,0,NA,1971,2,576,TA,NA,4,2009,155000
463,60,8281,1Fam,5,1965,1965,CBlock,864,GasA,Gd,Y,864,0,864,1,0,3,1,TA,5,1,Po,1965,1,360,TA,NA,12,2009,62383
464,74,11988,1Fam,6,1934,1995,CBlock,715,GasA,Fa,Y,849,811,1660,1,1,3,1,TA,6,1,Gd,1939,1,240,TA,NA,8,2008,188700
465,60,8430,1Fam,5,1978,1978,CBlock,1040,GasA,TA,Y,1040,0,1040,2,0,3,1,TA,5,0,NA,NA,0,0,NA,NA,8,2009,124000
466,NA,3072,TwnhsE,7,2004,2004,PConc,1375,GasA,Ex,Y,1414,0,1414,2,0,2,1,Gd,6,1,TA,2004,2,398,TA,NA,5,2006,178740
467,85,10628,1Fam,7,1970,1970,CBlock,1277,GasA,TA,Y,1277,0,1277,1,0,2,1,TA,5,1,Po,1970,2,526,TA,NA,4,2007,167000
468,79,9480,1Fam,5,1942,1995,CBlock,728,GasA,Ex,Y,888,756,1644,1,1,3,1,Gd,7,2,Gd,1942,1,312,TA,NA,6,2007,146500
469,98,11428,1Fam,8,2006,2006,PConc,1626,GasA,Ex,Y,1634,0,1634,2,0,3,1,Gd,7,1,Gd,2006,3,866,TA,NA,5,2007,250000
470,76,9291,1Fam,6,1993,1993,PConc,832,GasA,Ex,Y,832,878,1710,2,1,3,1,Gd,7,0,NA,1993,2,506,TA,NA,6,2008,187000
471,NA,6820,TwnhsE,8,1985,1985,PConc,1488,GasA,TA,Y,1502,0,1502,1,1,1,1,Gd,4,0,NA,1985,2,528,TA,NA,6,2010,212000
472,92,11952,1Fam,7,1977,1977,CBlock,808,GasA,TA,Y,1161,808,1969,2,1,3,1,TA,8,1,Gd,1977,2,534,TA,NA,11,2007,190000
473,35,3675,TwnhsE,6,2005,2005,PConc,547,GasA,Ex,Y,1072,0,1072,1,0,2,1,TA,5,0,NA,2005,2,525,TA,NA,6,2008,148000
474,110,14977,1Fam,8,2006,2007,PConc,1976,GasA,Ex,Y,1976,0,1976,2,0,2,1,Gd,7,1,Ex,2006,3,908,TA,NA,7,2007,440000
475,41,5330,TwnhsE,8,2000,2000,PConc,1494,GasA,Ex,Y,1652,0,1652,2,0,2,1,Ex,6,0,NA,2000,2,499,TA,NA,8,2007,251000
476,80,8480,1Fam,5,1963,1963,CBlock,970,GasA,TA,Y,970,0,970,1,0,2,1,TA,5,0,NA,1996,2,624,TA,NA,7,2007,132500
477,75,13125,1Fam,6,1997,1998,PConc,1478,GasA,Ex,Y,1493,0,1493,2,0,3,1,Gd,7,1,TA,1997,2,508,TA,NA,4,2008,208900
478,105,13693,1Fam,9,2006,2006,PConc,2153,GasA,Ex,Y,2069,574,2643,2,1,3,1,Ex,9,1,Gd,2006,3,694,TA,NA,3,2007,380000
